  ~ gap 2.4ms ~
[2.4, 52.0] s:12 pin4 : 0,0,0,0,0,0,0,0,0,0,0,5e !!
  ~ gap 1191.9ms ~
[1244.0, 1340.2] s:22 pin5 : fc,42,1,30,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7b
  ~ gap 16.4ms ~
[1356.6, 1451.4] s:22 pin4 : fc,62,1,30,10,2,0,0,0,1,1d,0,5,0,0,0,a5,0,0,0,0,93
  ~ gap 24.8ms ~
[1476.1, 1572.4] s:22 pin5 : fc,42,1,30,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7a
  ~ gap 24.9ms ~
[1597.3, 1665.0] s:16 pin4 : fc,62,1,30,10,3,0,0,4,0,96,9d,0,0,0,0 !!
  ~ gap 53.0ms ~
[1718.0, 1814.2] s:28 pin5 : fc,fc,41,41,1,1,30,30,10,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,fc !!
  ~ gap 23.8ms ~
[1838.0, 1932.8] s:22 pin4 : fc,61,1,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e
  ~ gap 1191.9ms ~
[3124.7, 3220.9] s:22 pin5 : fc,42,1,30,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7b
  ~ gap 16.6ms ~
[3237.5, 3332.3] s:22 pin4 : fc,62,1,30,10,2,0,0,0,1,1d,0,5,0,0,0,a5,0,0,0,0,93
  ~ gap 30.0ms ~
[3362.3, 3458.5] s:22 pin5 : fc,42,1,30,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7a
  ~ gap 19.7ms ~
[3478.3, 3573.1] s:22 pin4 : fc,62,1,30,10,3,0,0,4,0,96,9d,0,0,0,0,0,0,0,0,0,23
  ~ gap 25.6ms ~
[3598.6, 3694.9] s:22 pin5 : fc,41,1,30,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,fc
  ~ gap 23.9ms ~
[3718.8, 3813.6] s:22 pin4 : fc,61,1,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e
  ~ gap 1191.7ms ~
[5005.3, 5101.6] s:22 pin5 : fc,42,1,30,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7b
  ~ gap 16.6ms ~
[5118.2, 5213.0] s:22 pin4 : fc,62,1,30,10,2,0,0,0,1,1d,0,5,0,0,0,a5,0,0,0,0,93
  ~ gap 30.0ms ~
[5242.9, 5339.2] s:22 pin5 : fc,42,1,30,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7a
  ~ gap 19.8ms ~
[5359.0, 5453.8] s:22 pin4 : fc,62,1,30,10,3,0,0,4,0,96,9d,0,0,0,0,0,0,0,0,0,23
  ~ gap 25.5ms ~
[5479.3, 5575.6] s:22 pin5 : fc,41,1,30,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,fc
  ~ gap 24.2ms ~
[5599.7, 5694.5] s:22 pin4 : fc,61,1,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e
  ~ gap 1191.5ms ~
[6886.0, 6982.3] s:22 pin5 : fc,42,1,30,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7b
  ~ gap 17.0ms ~
[6999.3, 7094.0] s:22 pin4 : fc,62,1,30,10,2,0,0,0,1,1d,0,5,0,0,0,a5,0,0,0,0,93
  ~ gap 29.6ms ~
[7123.6, 7219.9] s:22 pin5 : fc,42,1,30,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7a
  ~ gap 20.7ms ~
[7240.5, 7335.3] s:22 pin4 : fc,62,1,30,10,3,0,0,4,0,96,9d,0,0,0,0,0,0,0,0,0,23
  ~ gap 30.4ms ~
[7365.7, 7462.0] s:22 pin5 : fc,41,1,30,10,1,f,0,1,3,0,0,0,0,0,0,0,0,0,96,0,d4
  ~ gap 18.7ms ~
[7480.7, 7575.5] s:22 pin4 : fc,61,1,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e
  ~ gap 1191.1ms ~
[8766.6, 8862.8] s:22 pin5 : fc,42,1,30,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7b
  ~ gap 17.2ms ~
[8880.1, 8974.8] s:22 pin4 : fc,62,1,30,10,2,0,0,1,3,c,0,1,0,0,0,a6,0,0,0,0,a4
  ~ gap 29.6ms ~
[9004.5, 9100.7] s:22 pin5 : fc,42,1,30,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7a
  ~ gap 20.0ms ~
[9120.7, 9215.5] s:22 pin4 : fc,62,1,30,10,3,0,0,4,0,96,9d,0,0,0,0,0,0,0,0,0,23
  ~ gap 27.8ms ~
[9243.3, 9339.6] s:22 pin5 : fc,41,1,30,10,1,f,0,1,3,0,0,0,0,0,0,0,0,0,96,0,d4
  ~ gap 21.9ms ~
[9361.5, 9456.3] s:22 pin4 : fc,61,1,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e
  ~ gap 1191.0ms ~
[10647.3, 10743.6] s:22 pin5 : fc,42,1,30,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7b
  ~ gap 17.4ms ~
[10761.0, 10855.8] s:22 pin4 : fc,62,1,30,10,2,0,0,1,3,c,0,1,0,0,0,a6,0,0,0,0,a4
  ~ gap 29.1ms ~
[10884.9, 10981.2] s:22 pin5 : fc,42,1,30,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7a
  ~ gap 20.6ms ~
[11001.7, 11096.5] s:22 pin4 : fc,62,1,30,10,3,0,0,4,0,96,9d,0,0,0,0,0,0,0,0,0,23
  ~ gap 24.7ms ~
[11121.2, 11217.5] s:22 pin5 : fc,41,1,30,10,1,f,0,1,3,0,0,0,0,0,0,0,0,0,96,0,d4
  ~ gap 24.9ms ~
[11242.4, 11337.2] s:22 pin4 : fc,61,1,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e
  ~ gap 1188.1ms ~
