Time [s], Analyzer Name, Decoded Protocol Result
0.029135000000000,pin5,'252' (0xFC)
0.033718000000000,pin5,B (0x42)
0.038302000000000,pin5,'1' (0x01)
0.042886000000000,pin5,0 (0x30)
0.047469000000000,pin5,'16' (0x10)
0.052053000000000,pin5,'2' (0x02)
0.056636000000000,pin5,'0' (0x00)
0.061220000000000,pin5,'0' (0x00)
0.065804000000000,pin5,'0' (0x00)
0.070387000000000,pin5,'0' (0x00)
0.074971000000000,pin5,'0' (0x00)
0.079554000000000,pin5,'0' (0x00)
0.084138000000000,pin5,'0' (0x00)
0.088722000000000,pin5,'0' (0x00)
0.093305000000000,pin5,'0' (0x00)
0.097889000000000,pin5,'0' (0x00)
0.102473000000000,pin5,'0' (0x00)
0.107056000000000,pin5,'0' (0x00)
0.111640000000000,pin5,'0' (0x00)
0.116223000000000,pin5,'0' (0x00)
0.120807000000000,pin5,'0' (0x00)
0.125391000000000,pin5,{ (0x7B)
0.145087000000000,pin4,'252' (0xFC)
0.149600000000000,pin4,b (0x62)
0.154114000000000,pin4,'1' (0x01)
0.158627000000000,pin4,0 (0x30)
0.163140000000000,pin4,'16' (0x10)
0.167654000000000,pin4,'2' (0x02)
0.172167000000000,pin4,'0' (0x00)
0.176681000000000,pin4,'0' (0x00)
0.181194000000000,pin4,'0' (0x00)
0.185707000000000,pin4,'1' (0x01)
0.190221000000000,pin4,\n (0x0A)
0.194734000000000,pin4,'0' (0x00)
0.199247000000000,pin4,'5' (0x05)
0.203761000000000,pin4,'0' (0x00)
0.208274000000000,pin4,'0' (0x00)
0.212788000000000,pin4,'0' (0x00)
0.217301000000000,pin4,'170' (0xAA)
0.221814000000000,pin4,'0' (0x00)
0.226328000000000,pin4,'0' (0x00)
0.230841000000000,pin4,'0' (0x00)
0.235354000000000,pin4,'0' (0x00)
0.239868000000000,pin4,'161' (0xA1)
0.266884000000000,pin5,'252' (0xFC)
0.271467000000000,pin5,B (0x42)
0.276051000000000,pin5,'1' (0x01)
0.280634000000000,pin5,0 (0x30)
0.285218000000000,pin5,'16' (0x10)
0.289802000000000,pin5,'3' (0x03)
0.294385000000000,pin5,'0' (0x00)
0.298969000000000,pin5,'0' (0x00)
0.303553000000000,pin5,'0' (0x00)
0.308136000000000,pin5,'0' (0x00)
0.312720000000000,pin5,'0' (0x00)
0.317303000000000,pin5,'0' (0x00)
0.321887000000000,pin5,'0' (0x00)
0.326471000000000,pin5,'0' (0x00)
0.331054000000000,pin5,'0' (0x00)
0.335638000000000,pin5,'0' (0x00)
0.340221000000000,pin5,'0' (0x00)
0.344805000000000,pin5,'0' (0x00)
0.349389000000000,pin5,'0' (0x00)
0.353972000000000,pin5,'0' (0x00)
0.358556000000000,pin5,'0' (0x00)
0.363140000000000,pin5,z (0x7A)
0.385911000000000,pin4,'252' (0xFC)
0.390425000000000,pin4,b (0x62)
0.394938000000000,pin4,'1' (0x01)
0.399451000000000,pin4,0 (0x30)
0.403965000000000,pin4,'16' (0x10)
0.408478000000000,pin4,'3' (0x03)
0.412991000000000,pin4,'0' (0x00)
0.417505000000000,pin4,'0' (0x00)
0.422018000000000,pin4,'4' (0x04)
0.426532000000000,pin4,'0' (0x00)
0.431045000000000,pin4,'152' (0x98)
0.435558000000000,pin4,'156' (0x9C)
0.440072000000000,pin4,'0' (0x00)
0.444585000000000,pin4,'0' (0x00)
0.449098000000000,pin4,'0' (0x00)
0.453612000000000,pin4,'0' (0x00)
0.458125000000000,pin4,'0' (0x00)
0.462639000000000,pin4,'0' (0x00)
0.467152000000000,pin4,'0' (0x00)
0.471665000000000,pin4,'0' (0x00)
0.476179000000000,pin4,'0' (0x00)
